Population,PIB par capita ($ US),IMC (Indice Masse Corporelle),%-immunisation Hépatite B,Polio immunisation (%),Diphthérie et tétanos (%-immunisation),Rougeole (cas par 1000 habitants),VIH/Sida (cas par 1000 habitants),"Prévalence malnutrition (1-19 ans, %)","Prévalence malnutrition (5-9 ans, %)",Facteur de revenu,Nombre d'années d'études,Espérance de vie (années)
,,56.4,97,96,95,27,0.1,2.4,2.4,0.714,12.2,74.2
,,55.9,96,96,95,1,0.1,2.4,2.5,0.709,12.2,73.5
,,54.9,53,98,97,5,0.1,2.5,2.6,0,11.9,73.6
,,54.5,,95,94,9,0.1,2.6,2.6,0,11.9,73.5
,,54.1,,96,96,18,0.1,2.7,2.7,0,11.9,73.2
,,53.6,,97,96,19,0.1,2.7,2.7,0,11.9,72.8
,,53.2,,91,91,27,0.1,2.8,2.8,0,11.8,73.1
,,52.7,,96,95,36,0.1,2.8,2.8,0,11.7,72.6
124977,1161.76935,17.4,76,75,76,43,0.1,1.9,11.1,0.603,12.5,68.3
1212814,1153.51578,17,77,76,77,47,0.1,1.9,11.1,0.612,12.5,68
1184366,117.765674,16.6,82,82,82,4,0.1,11.1,11.2,0.62,12.5,67.7
115676,1117.77724,16.2,83,83,83,16,0.1,11.2,11.3,0.618,12.5,67.4
1131523,114.56179,15.8,67,66,67,763,0.1,11.3,11.4,0.607,12.5,67.2
119591,849.8626972,15.5,72,72,72,50,0.1,11.5,11.5,0.599,12.4,66.9
19221,757.3114436,15.1,72,78,72,10,0.1,11.6,11.6,0.599,12.1,66.6
17811,643.71911,14.7,79,79,79,0,0.1,11.7,11.7,0.566,11.7,66.2
164973,524.8959363,14.2,,7,7,0,0.1,11.8,11.8,0.541,11.3,65.8
148621,441.53226,13.9,,62,63,90,0.1,11.9,11.9,0.511,11,64.9
126484,478.331859,13.5,,55,55,203,0.1,12,11.9,0.492,10.6,63.7
996698,467.5438297,13.2,,57,57,41,0.1,12,12,0.484,10.2,62.3
96852,471.4565823,12.9,,55,55,94,0.1,12.1,12.1,0.485,9.8,61
923825,48.61552,12.6,,38,54,0,0.1,12.1,12.1,0.475,9.8,62
87167,422.28633,11.9,,,,0,0.1,12.2,12.2,0,0,58.7
741682,551.138346,24.3,88,88,88,20,1,6.5,6.2,0.484,12,59.9
7228915,62.1318489,23.7,87,85,87,577,1,6.6,6.4,0.475,12,59.7
742948,579.43485,23.1,84,84,84,564,1.5,6.8,6.6,0.47,12,59.4
6859482,563.6894247,22.6,84,84,84,238,1.7,7,6.8,0.464,12,58.9
6679282,562.3393592,22,85,85,85,187,2.6,7.1,7,0.457,11.5,58.3
652952,487.9238913,21.4,83,83,83,120,3.8,7.3,7.2,0.449,11,57.4
633472,499.6468713,2.9,78,78,78,425,4.3,7.5,7.4,0.442,10.6,56.7
6161796,513.391914,2.4,24,8,81,187,4.8,7.7,7.6,0.441,10.1,56.2
5997385,42.764743,19.8,,72,82,8,5.1,7.9,7.8,0.443,10.6,55.9
5837792,377.33629,19.3,,85,84,26,5,8.1,8,0.436,10.2,55.7
5683268,372.1721837,18.9,,8,82,38,5,8.4,8.3,0.435,10.1,55
5534598,349.9937253,18.4,,71,71,61,5.1,8.6,8.5,0.432,10,54.9
539141,31.437144,17.9,,72,72,295,5.2,8.8,8.7,0.428,9.9,54.7
5251472,28.832123,17.5,,58,59,363,5.3,9,8.9,0.428,9.7,54.7
497367,26.3932935,16.6,,63,64,3578,5.1,9.4,9.3,0.425,9.3,54.6
16364,493.775387,75.2,78,8,78,0,0.1,0.1,0.1,0.718,14.3,73.5
15328,4266.557174,74.3,82,84,82,0,0.1,0.1,0.1,0.718,14.3,73.2
14951,451.542462,73.8,77,79,77,0,0.1,0.1,0.1,0.717,14.4,73
14577,445.18866,73.3,82,84,82,0,0.1,0.1,0.1,0.712,14.4,72.9
14137,3547.59975,72.7,82,84,82,0,0.1,0.1,0.1,0.707,14.4,72.8
1364,37.846563,72.1,84,86,84,0,0.1,0.1,0.1,0.703,14.5,72.5
135,3392.64743,71.5,84,88,86,0,0.1,0.1,0.1,0.698,14.5,72.6
12357,2932.315883,7.8,87,88,87,0,0.1,0.1,0.1,0.698,14.5,72.5
11689,2892.522663,7.1,89,89,88,0,0.1,0.1,0.1,0.695,14.6,72.4
146,2284.37858,68.6,9,91,9,0,0.1,0.1,0.1,0.693,14.6,72.2
99789,229.714718,67.8,85,91,9,0,0.1,0.1,0.1,0.683,13.7,72
99184,1842.44421,67,88,85,84,0,0.1,0.1,0.1,0.679,13.5,71.9
98611,1837.977391,66.2,91,91,89,4,0.1,0.1,0.1,0.674,13.2,71.8
9882,263.27236,65.5,93,91,91,0,0.1,0.1,0.1,0.676,13.7,71.6
13692,17321.83373,47.1,9,88,96,0,0.3,5.7,5.9,0.779,12.7,71.2
1354493,19325.24283,46,92,94,92,0,0.3,5.8,6,0.778,12.7,71.1
1348248,1967.83283,45,92,94,92,0,0.3,5.8,6,0.773,12.7,71
1341588,19152.531,44,92,91,92,0,0.4,5.9,6.1,0.772,12.6,78
1334788,1953.9767,43,9,91,9,0,0.4,5.9,6.2,0.774,12.6,76
13281,16683.94578,42,9,91,9,0,0.4,5.9,6.3,0.772,12.5,74
1321618,1458.8796,41.1,9,9,9,0,0.2,6,6.4,0.773,12.5,71
1315372,21188.11857,4.2,9,91,9,0,0.3,6.1,6.4,0.767,12.4,69.9
13926,1653.1844,39.3,89,9,88,0,0.7,6.1,6.5,0.76,12.4,69.7
1296934,12323.1275,37.6,95,95,95,0,0.5,6.3,6.7,0.745,12.3,69.5
129535,129.51914,36.8,94,94,94,0,1,6.3,6.8,0.736,12.2,69.4
1277837,749.626612,35.2,5,96,96,0,2,6.5,7,0.721,11.9,69.2
127238,6935.721451,34.4,,91,91,0,1.2,6.6,7.1,0.715,11.8,69.1
1267984,643.947262,33.6,,9,9,0,0.9,6.7,7.2,0.709,11.7,69.1
11273661,3828.91589,61.2,98,98,98,16,0.1,6.5,6.4,0.723,14.6,75.3
1114398,4271.68172,6.2,98,98,98,15,0.1,6.5,6.4,0.722,14.7,75.1
1114558,4199.47253,59.3,98,98,98,16,0.1,6.4,6.3,0.72,14.7,74.9
1886668,4137.55421,58.3,97,97,97,48,0.1,6.4,6.3,0.717,14.6,74.9
1761467,4256.91279,57.4,98,98,98,11,0.1,6.4,6.3,0.714,14.5,74.8
1639931,414.15177,56.5,98,98,98,1,0.1,6.3,6.3,0.71,14.4,74.8
1521834,4129.977335,55.6,99,99,99,1,0.1,6.3,6.3,0.706,14.4,74.7
147336,431.9326,54.7,99,99,99,2,0.1,6.3,6.3,0.701,14.3,74.7
129887,3778.184171,53.9,98,98,98,4,0.1,6.3,6.3,0.695,14.3,74.6
1196136,3371.71231,53.1,99,99,99,3,0.1,6.3,6.3,0.689,14.2,74.4
112482,3194.562243,52.2,97,98,98,15,0.1,6.4,6.3,0.683,13.9,74.2
11761,3112.83529,51.4,96,97,97,1,0.1,6.4,6.3,0.673,13.6,74
9939678,2761.969249,5.6,92,95,95,22,0.1,6.4,6.3,0.667,13.5,73.7
9864326,2346.5937,49.7,93,96,96,98,0.1,6.5,6.4,0.662,13.3,73.5
978571,2254.933126,48.9,94,98,98,231,0.1,6.5,6.4,0.654,13.1,73.2
9699197,2213.91488,48.1,94,97,97,47,0.1,6.6,6.5,0.646,12.8,72.9
78271472,1979.52569,66.1,97,97,97,342,0.1,4.9,4.8,0.764,14.5,75.8
773628,12127.22522,65.3,96,96,96,565,0.1,4.9,4.7,0.759,14.5,75.5
75787333,12542.93565,64.5,97,98,98,7405,0.1,4.9,4.7,0.754,14.4,75.2
72326914,1672.5693,61.9,96,97,97,7,0.1,4.9,4.7,0.715,13,74.2
71339185,936.499911,61.1,94,96,96,4,0.1,4.9,4.8,0.709,12.5,73.9
74432,185.68975,6.2,92,96,96,0,0.1,5,4.8,0.705,12.5,73.5
69597281,979.49246,59.3,96,96,96,3,0.1,5,4.8,0.697,12.3,73.2
6876345,834.869161,58.5,82,9,9,34,0.1,5,4.8,0.687,11.9,72.8
677855,64.72953,56.8,77,85,85,8927,0.1,5.1,4.9,0.675,12,72
64191474,3119.63716,54.3,77,88,88,30509,0.1,5.2,5.1,0.653,11.1,78
6324121,4316.553895,53.5,71,85,85,16244,0.1,5.3,5.2,0.641,10.7,74
5565284,6432.668768,48.6,99,99,99,0,0.1,3.3,3.3,0.688,10.8,66.3
5466241,7962.365824,47.7,97,98,98,0,0.1,3.3,3.3,0.683,10.8,66
5366277,734.42525,46.7,98,98,98,0,0.1,3.2,3.3,0.678,10.7,65.4
5267839,6675.262954,45.9,98,98,97,0,0.1,3.2,3.3,0.672,10.7,65.6
517461,5649.978486,45,97,97,97,0,0.1,3.2,3.3,0.665,10.6,65.6
58721,4439.23,44.2,96,96,96,0,0.1,3.2,3.3,0,10.6,65.8
5795,436.459223,43.4,97,97,96,0,0.1,3.2,3.3,0,10.5,65.6
4935762,394.467675,42.7,96,96,96,0,0.1,3.2,3.3,0,10.5,64.5
487137,26.371428,42,98,98,98,59,0.1,3.3,3.3,0,10.4,64.1
48115,2136.66815,41.3,98,98,98,48,0.1,3.3,3.3,0,10.4,63.7
4754641,174.51475,4.7,99,99,99,0,0.1,3.4,3.4,0,10.3,63.3
473398,1453.917166,4,96,98,97,1,0.1,3.4,3.4,0,10.3,63.5
4655741,1283.885977,39.4,97,66,83,1,0.1,3.5,3.4,0,10.3,63.4
4612,967.917468,38.7,96,99,98,11,0.1,3.5,3.5,0,10.2,63.3
45648,774.4763388,38.1,,94,95,9,0.1,3.6,3.5,0,10.2,64
1819,3542.13589,79.3,9,9,9,0,0.1,0.2,0.1,,0,
414487,693.8963829,18.5,78,82,78,478,3.1,5.6,5.6,0.488,10,62.3
38833338,719.172669,18.1,78,82,78,314,3.2,5.7,5.6,0.483,10,61.5
37553726,662.492293,17.6,78,82,78,7878,4,5.7,5.7,0.478,10,67
3636796,647.74741,17.2,78,82,78,2027,4.6,5.8,5.8,0.477,10,60
3593648,584.3962137,16.7,82,82,82,3312,6.8,5.9,5.9,0.477,10.7,59.3
33915133,594.9972557,16.3,8,79,8,1313,8,6,6,0.473,10.9,58.4
32771895,647.17732,15.9,79,78,79,1601,8.1,6.1,6.1,0.464,10.8,57.5
31663896,449.6928183,15.6,71,69,71,1319,8.2,6.2,6.2,0.453,10.6,56.3
359487,41.858631,15.2,73,7,73,3776,8.4,6.3,6.3,0.442,10.3,55.5
2955662,336.4593923,14.8,64,62,64,5736,8.6,6.4,6.4,0.434,10.6,54.9
2854394,315.788227,14.5,64,59,64,22,8.7,6.5,6.5,0.429,10.9,53.2
27568436,288.236949,14.2,62,58,62,141,8.9,6.6,6.6,0.427,11.6,51.3
2662482,237.9995917,13.9,44,57,59,29429,9.4,6.7,6.7,0.418,11.5,51
24854892,234.984775,13.3,,56,55,48543,10.8,6.9,6.9,0.396,10.8,47.7
2439274,257.63369,13,,55,52,42554,11.6,7,7,0.382,9.8,46.6
45271947,314.658296,6.7,22,45,23,0,0.2,2.3,2.4,0.746,15.2,78
454896,429.71554,6.1,46,72,76,0,0.2,2.3,2.4,0.744,15.2,71
455933,3855.42128,59.6,46,72,76,12746,0.2,2.4,2.4,0.739,15.1,77
45761,3569.75727,59,21,54,5,1333,0.2,2.4,2.5,0.734,14.9,75
45877,2965.142365,58.5,48,57,52,39,0.2,2.4,2.5,0.728,14.9,69.8
462582,3891.37823,57.6,84,91,9,48,0.4,2.5,2.6,0.73,14.9,67.7
465935,368.68998,57.2,92,98,98,1005,0.7,2.5,2.7,0.723,14.8,67.5
4678775,233.18831,56.8,96,99,98,42724,0.8,2.6,2.7,0.716,14.7,67.7
471515,1828.717626,56.4,97,95,96,2392,0.9,2.7,2.8,0.707,14.5,67
474516,1367.352433,56.1,98,99,99,146,1,2.7,2.8,0.7,14.6,67.4
4781295,148.522488,55.7,77,99,97,411,0.9,2.8,2.9,0.691,14.3,67.6
48225,879.475486,55.4,48,99,99,7587,0.9,2.9,3,0.683,13.9,67.6
48683865,78.738243,55.1,7,99,99,16970,0.8,2.9,3,0.673,13.2,67.7
49175848,635.789635,54.8,4,99,99,817,0.7,3,3.1,0.669,13.3,67.5
,3911.74689,64.2,99,99,99,347,0.1,5.3,5.1,0.836,13.3,77.1
,44449.7435,62.4,99,99,99,344,0.1,5.2,5,0.832,13.3,76.9
,4335.64268,6.5,98,98,98,0,0.1,5.2,5,0.829,13.3,76.7
,42112.23565,58.6,96,96,96,132,0.1,5.1,5,0.826,13.3,76.5
,4462.3129,57.1,95,95,95,0,0.1,5.1,4.9,0.824,13.3,76.3
,3549.14832,55.8,94,94,94,87,0.1,5.1,4.9,0.826,13.3,76.2
,3372.57517,55.1,93,94,93,0,0.1,5.1,4.9,0.831,13.2,76
,42372.22166,55.8,92,94,92,0,0.1,5.1,4.9,0.823,12.8,75.4
,39439.8197,56.6,92,94,94,29,0.1,5.1,4.9,0.818,12.6,75.3
,36161.1761,57,92,94,94,22,0.1,5.2,4.9,0.813,12.4,75.1
,3323.52318,56.8,92,94,94,42,0.1,5.2,5,0.808,12.3,74.9
,31311.35936,56,92,94,94,53,0.1,5.3,5,0.803,12.1,74.7
,3161.52935,55,92,94,94,30,0.1,5.3,5.1,0.798,12,74.5
,3371.26869,54.1,92,94,94,69,0.1,5.4,5.1,0.791,11.8,74.2
,,66.6,,96,96,91,0.1,0.8,0.6,,,81.2
,,66,,95,95,133,0.1,0.8,0.5,,,81
,,65.4,,95,95,1919,0.1,0.8,0.5,,,87
,,64.8,,95,95,2092,0.1,0.8,0.5,,,86
,,64.2,,95,95,1112,0.1,0.8,0.5,,,86
,,63.6,,94,94,443,0.1,0.8,0.5,,,82
,,63.1,,93,93,1212,0.1,0.8,0.5,,,81
,,61.9,,92,92,1022,0.1,0.7,0.5,,,79.5
,,61.3,,92,92,764,0.1,0.7,0.5,,,79.3
,,6.7,,91,91,79,0.1,0.7,0.5,,,79
,,6.1,,92,92,189,0.1,0.7,0.5,,,78.8
,,58.8,,91,91,314,0.1,0.7,0.5,,,78.2
,,58.2,,91,91,73,0.1,0.7,0.5,,,78
,,23.8,98,96,98,30,1.4,6.7,6.5,,,61.8
,,23.2,97,97,97,88,1.4,6.8,6.6,,,67
,,22.5,91,91,91,185,2.1,6.8,6.7,,,59.7
,,21.3,9,88,9,1622,3.1,7,6.9,,,58.3
,,2.7,91,94,91,167,4.6,7.1,7.1,,,57.5
,,19.6,86,89,86,3413,7.4,7.3,7.3,,,56.2
,,19.1,83,88,83,7726,8.5,7.5,7.4,,,54.5
,,18.6,9,91,9,2362,9.4,7.6,7.5,,,53.1
,,17.7,95,95,95,1419,10.8,7.8,7.8,,,51.5
,,16.8,89,91,89,5131,12.1,8,8,,,52
,,16.4,,65,87,11847,12.5,8.2,8.1,,,49.6
,,69.6,92,93,95,188,0.1,0.8,0.6,,,79.3
,,69.1,92,93,95,667,0.1,0.8,0.6,,,79.1
,,68.6,91,93,94,187,0.1,0.7,0.6,,,78.9
,,68,9,93,94,55,0.1,0.7,0.6,,,78.8
,,67.5,91,94,96,220,0.1,0.7,0.6,,,78.7
,,66.3,92,93,95,71,0.1,0.7,0.6,,,78.5
,,65.7,94,94,96,140,0.1,0.7,0.6,,,78.2
,,65.1,93,93,96,43,0.1,0.7,0.6,,,78.1
,,64.4,93,93,96,55,0.1,0.7,0.6,,,77.8
,,63.1,92,92,96,37,0.1,0.7,0.6,,,77.5
,,61.7,88,9,94,41,0.1,0.8,0.6,,,77
,,6.9,89,89,94,116,0.1,0.8,0.6,,,76.9
3431552,15524.84247,64,95,95,95,0,0.1,1.5,1.4,0.794,15.5,77
3419546,16737.89827,63.4,95,95,95,0,0.1,1.5,1.4,0.791,15.5,76.8
3485,16881.2568,62.9,94,94,94,0,0.1,1.5,1.4,0.788,15.5,76.8
3396777,1592.6819,62.3,95,95,95,0,0.1,1.5,1.5,0.784,15.5,76.5
3385624,14166.4998,61.8,95,95,95,0,0.1,1.5,1.5,0.78,15.5,77
3374415,11938.212,61.2,95,95,95,0,0.1,1.5,1.5,0.777,15.6,76.3
3362755,9415.17386,6.7,95,95,95,0,0.1,1.5,1.5,0.774,15.5,76.6
335824,962.312164,6.1,94,94,94,0,0.1,1.6,1.5,0.77,15.7,76.4
3339741,79.69746,59.5,94,94,94,0,0.1,1.6,1.5,0.76,15.3,75.4
333143,5877.87678,58.9,95,95,95,0,0.1,1.6,1.6,0.756,15.2,76.2
3325612,522.951116,58.3,96,96,96,0,0.1,1.6,1.6,0.753,15.5,75.7
332496,4117.38853,57.7,94,95,94,0,0.1,1.7,1.6,0.75,15.5,75.4
3325637,3622.52284,57,91,91,91,0,0.1,1.7,1.6,0.747,15,75.4
3327773,488.768855,56.3,95,93,95,0,0.1,1.7,1.7,0.746,14.7,75.4
3321245,6871.897677,55,92,92,9,0,0.1,1.8,1.7,0.738,14,75.1
37577,25.448414,43.9,99,99,99,8,0.1,3,3.1,0.69,12.1,69.2
32432,197.551233,43,99,99,99,0,0.1,3,3.1,0.681,12,69.1
297745,174.468298,42.2,99,99,99,0,0.1,3,3.1,0.673,12,68.8
293394,1564.966945,41.4,99,99,99,476,0.1,3,3.1,0.664,12,68.5
285624,1377.8214,4.7,99,99,99,117,0.2,3,3.1,0.657,11.9,68.3
277674,1213.265328,4,98,99,98,0,0.2,3.1,3.1,0.651,11.8,68
27328,182.28625,39.3,91,98,98,2,0.3,3.1,3.1,0.644,11.9,67.9
26868,83.476942,38.7,99,98,96,863,0.3,3.1,3.1,0.631,11.8,67.8
26167,546.776852,37.5,99,99,99,737,0.3,3.2,3.2,0.62,11.7,67.3
2586435,465.1198869,37,99,99,99,75,0.3,3.2,3.2,0.613,11.6,67.8
2556765,396.129969,36.4,99,99,98,85,0.3,3.3,3.3,0.607,11.3,67.2
2527185,383.3494997,35.9,62,99,99,25,0.2,3.3,3.3,0.6,11,67.1
2496445,456.734892,35.3,,99,99,22,0.2,3.4,3.3,0.594,10.7,67.4
26463,285.83414,53.3,64,65,64,39,0.1,1.5,1.4,0.598,10.8,72
25885,3148.36513,52.5,64,65,64,10,0.1,1.5,1.4,0.596,10.8,71.7
247485,3158.58688,5.8,64,65,64,0,0.1,1.5,1.4,0.592,10.8,71.4
241871,3275.91684,49.9,63,65,65,0,0.1,1.5,1.4,0.591,10.8,71.2
236295,2965.82434,49.1,62,66,65,0,0.1,1.5,1.4,0.59,10.8,71
23785,2643.441423,48.2,62,66,66,0,0.1,1.5,1.5,0.589,10.7,78
22534,2697.961375,47.4,61,66,67,0,0.1,1.5,1.5,0.582,10.7,75
219953,2393.367265,46.6,6,67,67,0,0.1,1.6,1.5,0.579,10.7,73
2937,1886.433359,44.9,61,67,68,3,0.1,1.6,1.5,0,10.6,69.9
24143,1787.94723,44.1,63,67,69,0,0.1,1.6,1.5,0,10.7,69.6
198964,158.52724,43.3,64,67,69,165,0.1,1.6,1.6,0,10.4,69.4
18929,1362.61731,41.9,68,67,7,7,0.1,1.7,1.6,0,10.1,69.1
18563,1469.849149,41.1,7,67,71,9,0.1,1.7,1.7,0,9.6,69
,,62.1,87,87,87,0,0.1,1.6,1.5,0.769,14.3,74.1
,,61.5,78,79,78,0,0.1,1.6,1.5,0.771,14.2,73.9
,,61,82,82,82,0,0.1,1.6,1.5,0.77,14.2,73.8
,,6.4,81,73,81,1,0.1,1.6,1.5,0.767,14.1,73.7
,,59.9,78,78,78,0,0.1,1.6,1.5,0.756,14.1,73.8
,,59.3,78,74,78,0,0.1,1.6,1.5,0.754,14,73.7
,,58.8,84,75,84,0,0.1,1.6,1.5,0.754,14,73.6
,,58.2,53,76,5,0,0.1,1.6,1.5,0.745,13.4,73.2
,,57.1,71,73,71,78,0.1,1.6,1.6,0.714,12.4,73.6
,,55.9,82,83,86,0,0.1,1.7,1.6,0.687,11.6,73.3
,,54.7,6,81,65,2392,0.1,1.7,1.7,0.684,11,73.1
,,54.1,53,87,7,115,0.1,1.8,1.7,0.672,10.4,72.5
,,53.4,5,86,77,22,0.1,1.8,1.7,0.67,10.6,72.5
,,17.5,97,97,97,256,0.1,14.2,14.5,0.678,12.6,76
,,16.7,95,96,95,15033,0.1,14.3,14.7,0.675,12.5,75.9
,,16,59,93,59,1123,0.1,14.3,14.9,0.668,12.3,75.7
,,14.7,95,96,95,750,0.1,14.4,15.2,0.655,12,75.4
,,14,88,94,93,2809,0.1,14.5,15.4,0.647,11.9,75.2
,,13.4,94,97,96,6582,0.1,14.6,15.5,0.641,11.7,75
,,12.9,87,93,93,352,0.2,14.7,15.7,0.633,11.6,74.9
,,12.3,67,92,92,17,0.2,14.9,15.8,0.625,11.4,74.7
,,11.8,93,94,94,1978,0.2,15.1,15.9,0.618,11.3,74.6
,,1.9,94,96,96,217,0.2,15.4,16.1,0.601,11,74.2
,,1.4,78,96,99,2297,0.2,15.6,16.2,0.592,10.9,74
,,1,,92,75,6755,0.2,15.6,16.3,0.584,10.7,73.8
,,9.6,,96,96,12058,0.1,15.7,16.4,0.576,10.6,73.6
,,41.3,69,63,69,468,0.1,13.6,13.4,0.499,9,65.7
,,4.4,73,67,73,815,0.1,13.7,13.5,0.5,9,65.4
,,39.6,73,67,73,400,0.1,13.7,13.5,0.498,9,65.4
,,38.7,67,68,67,2177,0.1,13.7,13.6,0.494,9,64.7
,,37.9,69,69,69,2676,0.1,13.7,13.6,0.493,8.6,64.6
,,37.2,76,77,76,510,0.1,13.7,13.7,0.488,8.5,64.4
,,36.4,76,76,76,130,0.1,13.8,13.7,0.483,8.4,64.1
,,35.7,78,78,78,7,0.1,13.8,13.7,0.48,8.5,63.8
,,35.1,79,79,79,13,0.1,13.8,13.8,0.477,8.6,63.4
,,34.5,78,78,78,8079,0.1,13.9,13.8,0.475,8.7,63
,,33.9,8,8,79,6285,0.1,13.9,13.8,0.47,8.6,62.6
,,33.3,43,72,72,12708,0.1,13.9,13.9,0.464,8.4,62.2
,,32.7,38,61,61,8536,0.1,14,13.9,0.457,8.2,61.9
,,32.2,31,64,65,890,0.1,14,14,0.45,8,61.5
,,31.7,19,73,73,485,0.1,14,14,0.444,7.9,61.1
,,31.2,14,74,74,0,0.1,14.1,14.1,0.436,7.7,68
161587,1313.889646,23.4,9,9,9,9,4.1,6.3,6.1,0.576,12.5,61.8
1562974,1738.8822,22.8,86,78,86,9,4.3,6.3,6.2,0.57,12.5,61.1
1515321,185.793359,22.3,79,74,79,35,4.8,6.4,6.2,0.565,12.5,63
14699937,1734.93612,21.7,78,7,78,896,5.6,6.5,6.3,0.554,12.3,59.2
14264756,1644.619672,21.2,81,83,81,13234,6.3,6.6,6.4,0.543,12,58.2
138533,1463.213573,2.7,83,8,83,15754,6.8,6.7,6.5,0.533,11.8,58
13456417,1139.11233,2.2,94,93,94,26,9.1,6.7,6.6,0.518,11.6,57.4
1382517,1369.68249,19.7,87,9,87,140,11.9,6.8,6.7,0.504,11.4,55.7
12725974,114.587985,19.2,8,77,8,535,13.6,6.9,6.8,0.492,11.1,52.6
12383446,13.154199,18.8,81,83,81,459,15.9,7,6.9,0.479,10.9,58
1252156,691.3178164,18.4,82,84,82,45,17,7.1,7,0.467,10.7,49.3
11731746,53.2772217,18,,84,83,35,17.6,7.2,7.1,0.456,10.5,47.9
111249,377.135244,17.3,,85,84,25036,18.4,7.4,7.3,0.433,10,45.5
1824125,378.2736238,17.1,,86,85,16997,18.6,7.4,7.4,0.424,9.8,44.6
1531221,341.955625,16.8,,85,85,30930,18.7,7.5,7.5,0.418,9.6,43.8
15777451,118.69383,31.8,87,88,87,0,6.2,5.6,5.5,0.507,10.3,67
155456,111.227396,3.8,95,95,95,0,6.8,6.2,6,0.488,10.4,58
1471826,955.648466,3.3,97,95,95,0,8.8,6.5,6.4,0.464,9.8,56.6
14386649,839.927936,29.9,94,93,93,0,13.3,6.8,6.7,0.452,10.1,54.9
1486317,713.63562,29.4,9,89,89,9696,15.7,7.1,7,0.436,10,52.4
1381599,65.824121,29,73,69,73,853,18.1,7.5,7.4,0.419,9.9,50
13558469,325.678573,28.6,75,75,75,0,20.5,7.8,7.8,0.421,9.7,48.2
1332999,396.9982166,28.2,72,73,73,242,23.7,8.2,8.2,0.414,9.6,46.6
13124267,414.796232,27.9,68,71,7,212,26.8,8.6,8.6,0.408,9.5,45.4
129432,444.76575,27.5,65,69,68,420,30.3,9,9,0.406,9.3,44.6
12777511,454.366654,27.1,68,67,65,31,33.6,9.4,9.4,0.407,9.2,44.3
12633897,453.3511552,26.7,7,7,68,998,36.7,9.8,9.9,0.418,9.5,44.5
125525,57.34834,26.3,73,73,71,304,39.8,1.2,1.3,0.427,10,44.8
12366165,548.587312,25.9,76,76,75,529,42.1,1.6,1.7,0.427,9.8,45.3
12222251,547.3588785,25.5,79,78,78,1483,43.5,11,11.2,0.434,9.8,46
